15019.500	-0.008247	0.030851	0.074523	0.023042	-0.104700	0.000000	-0.023605	0.000000
15037.762	0.036921	0.028107	0.023029	0.020410	-0.104703	0.000000	-0.023536	0.000000
15056.025	0.048627	0.030591	0.012213	0.023914	-0.104620	0.000000	-0.022794	0.000000
15074.287	0.030045	0.021678	0.001821	0.021690	-0.104597	0.000000	-0.021746	0.000000
15092.550	0.028232	0.022866	-0.001638	0.021846	-0.104846	0.000000	-0.020317	0.000000
15110.812	-0.002582	0.028027	-0.018539	0.023081	-0.105219	0.000000	-0.019253	0.000000
15129.075	-0.007792	0.019940	-0.026494	0.020739	-0.105495	0.000000	-0.018466	0.000000
15147.337	-0.058557	0.021354	-0.040664	0.020624	-0.105477	0.000000	-0.018323	0.000000
15165.600	-0.064084	0.020570	-0.058524	0.018252	-0.105164	0.000000	-0.018435	0.000000
15183.862	-0.072298	0.018508	-0.078146	0.019860	-0.104232	0.000000	-0.018637	0.000000
15202.125	-0.034577	0.019198	-0.034950	0.017398	-0.103112	0.000000	-0.019063	0.000000
15220.387	-0.038486	0.016894	-0.048478	0.019420	-0.101859	0.000000	-0.019063	0.000000
15238.650	-0.062491	0.021673	-0.008347	0.019689	-0.100875	0.000000	-0.018949	0.000000
15256.912	-0.081665	0.022414	-0.026031	0.021049	-0.100243	0.000000	-0.018929	0.000000
15275.175	-0.080318	0.019374	0.003002	0.019937	-0.100126	0.000000	-0.018968	0.000000
15293.437	-0.072752	0.020455	0.052671	0.020015	-0.100372	0.000000	-0.019374	0.000000
15311.700	-0.083559	0.021643	0.052036	0.018454	-0.100989	0.000000	-0.019951	0.000000
15329.962	-0.091365	0.028260	0.106119	0.022964	-0.101866	0.000000	-0.020573	0.000000
15348.225	-0.072988	0.026383	0.122027	0.023371	-0.102536	0.000000	-0.021442	0.000000
15366.487	-0.003218	0.022081	0.110777	0.022652	-0.103128	0.000000	-0.022032	0.000000
15384.750	-0.008998	0.025499	0.105967	0.024579	-0.103258	0.000000	-0.022647	0.000000
15403.012	-0.002095	0.022836	0.132432	0.025583	-0.103330	0.000000	-0.022224	0.000000
15421.275	0.020837	0.028302	0.092539	0.024083	-0.103093	0.000000	-0.021779	0.000000
15439.537	0.018361	0.027956	0.103718	0.021515	-0.103122	0.000000	-0.020546	0.000000
15457.800	0.056932	0.023553	0.110404	0.021221	-0.103352	0.000000	-0.019188	0.000000
15476.062	0.043531	0.021999	0.065033	0.021960	-0.103650	0.000000	-0.018075	0.000000
15494.325	0.061386	0.018371	0.062937	0.019515	-0.103901	0.000000	-0.017452	0.000000
15512.587	0.102860	0.019188	0.037890	0.019404	-0.103893	0.000000	-0.017216	0.000000
15530.850	0.082058	0.018702	-0.035343	0.021222	-0.103375	0.000000	-0.017404	0.000000
15549.112	0.122461	0.017653	-0.030949	0.017565	-0.102560	0.000000	-0.017707	0.000000
15567.375	0.138062	0.019359	-0.028071	0.019466	-0.101248	0.000000	-0.017916	0.000000
15585.637	0.092843	0.020717	-0.106378	0.018840	-0.100043	0.000000	-0.017932	0.000000
15603.900	0.069627	0.018276	-0.154104	0.017687	-0.099049	0.000000	-0.018025	0.000000
15622.162	0.090725	0.016233	-0.123257	0.016969	-0.098453	0.000000	-0.017778	0.000000
15640.425	0.057036	0.017382	-0.113129	0.017002	-0.098296	0.000000	-0.018130	0.000000
15658.687	0.004818	0.021675	-0.085590	0.018248	-0.098496	0.000000	-0.018403	0.000000
15676.950	-0.045616	0.022497	-0.083742	0.018285	-0.099291	0.000000	-0.019011	0.000000
15695.212	-0.069198	0.022228	-0.071911	0.019939	-0.099885	0.000000	-0.019723	0.000000
15713.475	-0.058835	0.026236	-0.026193	0.021422	-0.100651	0.000000	-0.020524	0.000000
15731.737	-0.118260	0.022389	0.004168	0.020275	-0.100975	0.000000	-0.021190	0.000000
15750.000	-0.136034	0.024330	0.029199	0.022262	-0.101174	0.000000	-0.021467	0.000000
15768.262	-0.139200	0.022642	0.065145	0.025472	-0.101118	0.000000	-0.021413	0.000000
15786.525	-0.130698	0.027268	0.128540	0.023971	-0.101129	0.000000	-0.020648	0.000000
15804.787	-0.128114	0.028361	0.182859	0.026531	-0.101038	0.000000	-0.019594	0.000000
15823.050	-0.079888	0.018747	0.204044	0.020428	-0.101390	0.000000	-0.018627	0.000000
15841.312	-0.067568	0.021576	0.222296	0.023088	-0.101643	0.000000	-0.017391	0.000000
15859.575	-0.013970	0.017185	0.203370	0.017863	-0.101900	0.000000	-0.016923	0.000000
15877.837	0.034212	0.018379	0.232799	0.018376	-0.101776	0.000000	-0.016639	0.000000
15896.100	0.093387	0.016865	0.205084	0.018734	-0.101372	0.000000	-0.016711	0.000000
15914.362	0.150619	0.017301	0.166523	0.018514	-0.100457	0.000000	-0.016961	0.000000
15932.625	0.192473	0.017215	0.126473	0.018427	-0.099322	0.000000	-0.017171	0.000000
15950.887	0.205530	0.018393	0.077284	0.018478	-0.098108	0.000000	-0.017290	0.000000
15969.150	0.199908	0.019685	0.028330	0.019206	-0.097021	0.000000	-0.017329	0.000000
15987.412	0.171454	0.019643	-0.005918	0.016474	-0.096382	0.000000	-0.017350	0.000000
16005.675	0.157304	0.018013	-0.046201	0.019227	-0.096163	0.000000	-0.017428	0.000000
16023.937	0.085582	0.020996	-0.091055	0.022630	-0.096473	0.000000	-0.017742	0.000000
16042.200	0.034264	0.018244	-0.108952	0.016397	-0.097056	0.000000	-0.018451	0.000000
16060.462	-0.023222	0.019349	-0.094505	0.020122	-0.097894	0.000000	-0.019202	0.000000
16078.725	-0.068763	0.023282	-0.091380	0.020616	-0.098356	0.000000	-0.020014	0.000000
16096.987	-0.132453	0.023709	-0.035291	0.023617	-0.098629	0.000000	-0.020722	0.000000
16115.250	-0.185194	0.023738	0.006099	0.023274	-0.098793	0.000000	-0.020891	0.000000
16133.512	-0.222656	0.024849	0.044196	0.022842	-0.098708	0.000000	-0.020763	0.000000
16151.775	-0.234192	0.019913	0.065837	0.021459	-0.098643	0.000000	-0.020037	0.000000
16170.037	-0.212120	0.022848	0.129992	0.023476	-0.098756	0.000000	-0.019167	0.000000
16188.300	-0.175205	0.023818	0.192065	0.022815	-0.098932	0.000000	-0.018168	0.000000
16206.562	-0.171274	0.020150	0.183848	0.020687	-0.099314	0.000000	-0.017245	0.000000
16224.825	-0.138037	0.021344	0.226372	0.018848	-0.099457	0.000000	-0.016675	0.000000
16243.087	-0.049059	0.019377	0.282006	0.017309	-0.099412	0.000000	-0.016392	0.000000
16261.350	0.001273	0.019149	0.249483	0.021020	-0.098932	0.000000	-0.016557	0.000000
16279.612	0.052789	0.018423	0.270727	0.019675	-0.098085	0.000000	-0.016681	0.000000
16297.875	0.081277	0.016137	0.254394	0.017307	-0.096918	0.000000	-0.016981	0.000000
16316.137	0.148594	0.017927	0.236603	0.018798	-0.095552	0.000000	-0.017040	0.000000
16334.400	0.183183	0.015992	0.188981	0.018214	-0.094633	0.000000	-0.017080	0.000000
16352.662	0.219374	0.015083	0.104028	0.017659	-0.093882	0.000000	-0.017147	0.000000
16370.925	0.213292	0.020304	0.081530	0.021653	-0.093700	0.000000	-0.017248	0.000000
16389.187	0.185027	0.018178	-0.008932	0.021918	-0.093993	0.000000	-0.017615	0.000000
16407.450	0.148786	0.021925	-0.061864	0.017119	-0.094623	0.000000	-0.018414	0.000000
16425.712	0.127492	0.024642	-0.108040	0.022892	-0.095321	0.000000	-0.019216	0.000000
16443.975	0.089322	0.027678	-0.098430	0.021118	-0.095988	0.000000	-0.020182	0.000000
16462.237	0.011755	0.029397	-0.093786	0.023481	-0.096174	0.000000	-0.020746	0.000000
16480.500	-0.076510	0.029473	-0.075282	0.026064	-0.096349	0.000000	-0.021177	0.000000
16498.762	-0.134516	0.026090	-0.079092	0.023423	-0.096232	0.000000	-0.020866	0.000000
16517.025	-0.172259	0.024175	-0.026535	0.021363	-0.096227	0.000000	-0.020403	0.000000
16535.287	-0.193117	0.031546	0.021542	0.032860	-0.096217	0.000000	-0.019351	0.000000
16553.550	-0.219849	0.022221	0.005830	0.028875	-0.096475	0.000000	-0.018491	0.000000
16571.812	-0.202015	0.023388	0.077044	0.021588	-0.096785	0.000000	-0.017647	0.000000
16590.075	-0.184649	0.032010	0.127917	0.024826	-0.096914	0.000000	-0.016963	0.000000
16608.337	-0.159053	0.019034	0.153482	0.021048	-0.096838	0.000000	-0.016812	0.000000
16626.600	-0.120126	0.022943	0.233726	0.021688	-0.096424	0.000000	-0.017012	0.000000
16644.862	-0.057887	0.016995	0.243987	0.017524	-0.095501	0.000000	-0.017203	0.000000
16663.125	0.000635	0.015364	0.249469	0.016865	-0.094286	0.000000	-0.017435	0.000000
16681.387	0.064130	0.017529	0.250038	0.019406	-0.093029	0.000000	-0.017483	0.000000
16699.650	0.100747	0.013993	0.206087	0.016492	-0.091992	0.000000	-0.017503	0.000000
16717.912	0.123794	0.014815	0.177200	0.014584	-0.091347	0.000000	-0.017467	0.000000
16736.175	0.156438	0.016340	0.139180	0.016713	-0.091264	0.000000	-0.017634	0.000000
16754.437	0.167464	0.020982	0.118599	0.021584	-0.091462	0.000000	-0.018125	0.000000
16772.700	0.155251	0.019600	0.071086	0.018011	-0.092125	0.000000	-0.018753	0.000000
16790.962	0.148960	0.021607	0.033438	0.018516	-0.092789	0.000000	-0.019859	0.000000
16809.225	0.107737	0.028152	0.024410	0.025408	-0.093399	0.000000	-0.020673	0.000000
16827.487	0.118761	0.026884	-0.006857	0.026257	-0.093648	0.000000	-0.021375	0.000000
16845.750	0.064339	0.022411	-0.053598	0.025719	-0.093785	0.000000	-0.021664	0.000000
16864.012	0.009203	0.024031	-0.103042	0.026643	-0.093755	0.000000	-0.021471	0.000000
16882.275	-0.031116	0.026428	-0.117581	0.022500	-0.093721	0.000000	-0.020922	0.000000
16900.537	-0.080004	0.027292	-0.055193	0.023468	-0.093751	0.000000	-0.019967	0.000000
16918.800	-0.170903	0.023002	-0.070800	0.022130	-0.094192	0.000000	-0.018991	0.000000
16937.062	-0.180569	0.018232	-0.062150	0.018206	-0.094314	0.000000	-0.018183	0.000000
16955.325	-0.171551	0.023240	-0.023516	0.023537	-0.094565	0.000000	-0.017555	0.000000
16973.587	-0.196063	0.019236	0.044343	0.019687	-0.094435	0.000000	-0.017348	0.000000
16991.850	-0.159960	0.019622	0.077329	0.020545	-0.093902	0.000000	-0.017362	0.000000
17010.112	-0.152905	0.020041	0.123631	0.021426	-0.093130	0.000000	-0.017807	0.000000
17028.375	-0.110404	0.018162	0.156591	0.021273	-0.091980	0.000000	-0.017876	0.000000
17046.637	-0.056577	0.017767	0.176939	0.018960	-0.090785	0.000000	-0.017883	0.000000
17064.900	-0.004122	0.018405	0.204691	0.019333	-0.089836	0.000000	-0.017886	0.000000
17083.162	0.038192	0.017992	0.194051	0.018136	-0.089291	0.000000	-0.017849	0.000000
17101.425	0.075172	0.017605	0.177125	0.018669	-0.089123	0.000000	-0.018035	0.000000
17119.687	0.089668	0.022710	0.174417	0.017063	-0.089424	0.000000	-0.018439	0.000000
17137.950	0.108796	0.025742	0.144242	0.025083	-0.090196	0.000000	-0.019286	0.000000
17156.212	0.149501	0.023278	0.120617	0.020272	-0.090806	0.000000	-0.020172	0.000000
17174.475	0.142745	0.024965	0.083160	0.020218	-0.091468	0.000000	-0.021143	0.000000
17192.737	0.133365	0.024033	0.061663	0.025305	-0.091790	0.000000	-0.021919	0.000000
17211.000	0.098733	0.023877	0.013530	0.019688	-0.091779	0.000000	-0.022180	0.000000
17229.262	0.029964	0.021653	-0.031364	0.020354	-0.091829	0.000000	-0.022216	0.000000
17247.525	-0.022514	0.024586	-0.051191	0.015707	-0.091804	0.000000	-0.021465	0.000000
17265.787	-0.048554	0.018035	-0.033047	0.019092	-0.091930	0.000000	-0.020466	0.000000
17284.050	-0.083763	0.021683	-0.021501	0.021074	-0.092241	0.000000	-0.019477	0.000000
17302.312	-0.100172	0.021434	-0.019619	0.019114	-0.092638	0.000000	-0.018808	0.000000
17320.575	-0.116473	0.016746	-0.026477	0.016038	-0.092667	0.000000	-0.018281	0.000000
17338.837	-0.135257	0.020521	0.005505	0.018000	-0.092482	0.000000	-0.017989	0.000000
17357.100	-0.152438	0.015682	0.033493	0.016190	-0.092146	0.000000	-0.018184	0.000000
